Number,Name,Categories,Phone,Address,Rating,Rating Count
1100,Q Sushi,"Restaurants, Japanese Restaurants, Seafood Restaurants",(213) 225-6285,"521 W 7th St, Los Angeles, CA 90014",rating not available/5,Review count not available
1101,Q,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 225-6285,"521 W 7th St, Los Angeles, CA 90014",rating not available/5,Review count not available
1102,Gaji Restaurant,"Restaurants, Family Style Restaurants",(213) 243-0780,"523 W 7th St, Los Angeles, CA 90014",rating not available/5,Review count not available
1103,Salathai Restaurant,"Restaurants, Thai Restaurants, Caterers",(213) 625-0805,"211 Alpine St Ste 8, Los Angeles, CA 90012",rating not available/5,Review count not available
1104,Noodles Time,"Restaurants, Asian Restaurants, Thai Restaurants",(213) 372-5463,"211 Alpine St, Los Angeles, CA 90012",rating not available/5,Review count not available
1105,EdiBOL,"Restaurants, American Restaurants, Caterers",(213) 292-6466,"300 S Santa Fe Ave, Los Angeles, CA 90013",rating not available/5,Review count not available
1106,Maga Seafood Pick & Delivery,"Restaurants, Seafood Restaurants, Fish & Seafood Markets",(213) 265-7213,"541 Gladys Ave, Los Angeles, CA 90013",rating not available/5,Review count not available
1107,Zen Mei Bistro,"Restaurants, Chinese Restaurants, Asian Restaurants",(213) 626-7113,"800 Yale St, Los Angeles, CA 90012",rating not available/5,Review count not available
1108,Tony's Restaurant,"Restaurants, Mexican Restaurants, Family Style Restaurants",(213) 488-5128,"737 S Los Angeles St, Los Angeles, CA 90014",rating not available/5,Review count not available
1109,Smoke City Char Bar,"Restaurants, American Restaurants, Bars",(213) 935-8194,"899 Traction Ave, Los Angeles, CA 90013",rating not available/5,Review count not available
1110,Bucktown Pizza,"Restaurants, Pizza, Italian Restaurants",(310) 359-6969,"712 N Figueroa St, Los Angeles, CA 90012",rating not available/5,Review count not available
1111,Chinese Consolidated School,"Restaurants, Chinese Restaurants",(213) 625-8343,"816 Yale St, Los Angeles, CA 90012",rating not available/5,Review count not available
1112,Pho Hoa Vietnamese Restaurant,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(213) 485-0074,"818 N Spring St, Los Angeles, CA 90012",rating not available/5,Review count not available
1113,Seafood,"Restaurants, Seafood Restaurants",(213) 372-5581,"541 Ceres Ave, Los Angeles, CA 90013",rating not available/5,Review count not available
1114,Rock & Reilly’s,"Restaurants, American Restaurants, Sports Bars",(213) 537-0554,"615 S Flower St, Los Angeles, CA 90017",rating not available/5,Review count not available
1115,Kaviar Los Angeles,"Restaurants, Sushi Bars, Take Out Restaurants",(213) 221-7078,"449 S Hewitt St, Los Angeles, CA 90013",rating not available/5,Review count not available
1116,Los Angeles Seafood,"Restaurants, Seafood Restaurants, Fish & Seafood-Wholesale",(213) 362-0322,"636 Stanford Ave, Los Angeles, CA 90021",rating not available/5,Review count not available
1117,R P Sea Food,"Restaurants, Seafood Restaurants",(213) 623-5131,"830 E 6th St, Los Angeles, CA 90021",rating not available/5,Review count not available
1118,Marie's Deli & Cafe,"Restaurants, Coffee & Espresso Restaurants, American Restaurants",(213) 622-5283,"731 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1119,800 Degrees Woodfired Kitchen,"Restaurants, American Restaurants, Pizza",(213) 542-3790,"800 Wilshire Blvd, Los Angeles, CA 90017",rating not available/5,Review count not available
1120,Mochi Cat,"Restaurants, Seafood Restaurants",(213) 626-2889,"843 N Broadway, Los Angeles, CA 90012",rating not available/5,Review count not available
1121,Crane's Bar,"Restaurants, Barbecue Restaurants, Bars",(213) 239-0047,"810 S Spring St  Basement Of The Nct Building, Los Angeles, CA 90014",rating not available/5,Review count not available
1122,The Chairman,"Restaurants, Asian Restaurants",(213) 289-9808,"1200 E 5th St, Los Angeles, CA 90013",rating not available/5,Review count not available
1123,TBLA Catering & Cafe,"Restaurants, American Restaurants, Caterers",(213) 623-1013,"765 Santee St, Los Angeles, CA 90014",rating not available/5,Review count not available
1124,Pellicola,"Restaurants, Italian Restaurants, Caterers",(213) 614-8000,"421 W 8th St, Los Angeles, CA 90014",rating not available/5,Review count not available
1125,Playas El Salvador Restaurant,"Restaurants, Family Style Restaurants",(213) 482-3345,"333 N Beaudry Ave, Los Angeles, CA 90012",rating not available/5,Review count not available
1126,Noda Sushi,"Restaurants, Sushi Bars, Caterers",(213) 622-0222,"818 Wilshire Blvd Ste C, Los Angeles, CA 90017",rating not available/5,Review count not available
1127,Mens Suits From Italy,"Restaurants, Italian Restaurants",(213) 593-9029,"804 S Los Angeles St, Los Angeles, CA 90014",rating not available/5,Review count not available
1128,Coconut's Fish Cafe,"Restaurants, Seafood Restaurants",(213) 628-3263,"809 S Hill St, Los Angeles, CA 90014",rating not available/5,Review count not available
1129,Dublins Irish Whisky Pub,"Restaurants, Irish Restaurants, Brew Pubs",(213) 439-9931,"815 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1130,Marugame Udon,"Restaurants, Japanese Restaurants, Asian Restaurants",(213) 628-3209,"700 S Flower St, Los Angeles, CA 90017",rating not available/5,Review count not available
1131,Wokcano Downtown,"Restaurants, Sushi Bars, Caterers",(213) 623-2288,"800 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1132,3rd Generation Sake Bar,"Restaurants, Japanese Restaurants",(213) 627-8166,"808 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1133,Seasalt Fish Grill,"Restaurants, Seafood Restaurants, Caterers",(213) 243-5700,"812 W 7th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1134,Preux & Proper,"Restaurants, American Restaurants, Bars",(213) 896-0090,"840 S Spring St, Los Angeles, CA 90014",rating not available/5,Review count not available
1135,Jade Wok,"Restaurants, Chinese Restaurants, Caterers",(213) 628-8288,"625 W College St, Los Angeles, CA 90012",rating not available/5,Review count not available
1136,Chinese American Medical Assn-S CA,"Restaurants, Chinese Restaurants",(213) 572-0631,"625 W College St, Los Angeles, CA 90012",rating not available/5,Review count not available
1137,Presto Grill Restaurant,"Restaurants, Family Style Restaurants",(213) 628-3714,"830 Maple Ave, Los Angeles, CA 90014",rating not available/5,Review count not available
1138,Dona Inez Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 488-5128,"847 Santee St, Los Angeles, CA 90014",rating not available/5,Review count not available
1139,1810 Argentinean Restaurant,"Restaurants, Latin American Restaurants, Caterers",(213) 623-1810,"101 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1140,9th St Ramen,"Restaurants, Asian Restaurants",(213) 628-3404,"111 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1141,Shandiz Vanak,"Restaurants, Family Style Restaurants, Caterers",(213) 489-5156,"109 E 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1142,Bar-B Glatt Kosher,"Restaurants, American Restaurants",(213) 623-4955,"113 E 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1143,Grand Star Jazz Club,"Restaurants, Asian Restaurants, Caterers",(213) 814-1123,"943 N Broadway, Los Angeles, CA 90012",rating not available/5,Review count not available
1144,Burgerlords,"Restaurants, Hamburgers & Hot Dogs, American Restaurants",(323) 405-4012,"943 N. Broadway St. #102, Los Angeles, CA 90012",rating not available/5,Review count not available
1145,Gentaro Soba,"Restaurants, Japanese Restaurants, Chinese Restaurants",(213) 622-0020,"735 S Figueroa St, Los Angeles, CA 90017",rating not available/5,Review count not available
1146,Oleego,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 614-9090,"735 S Figueroa St, Los Angeles, CA 90017",rating not available/5,Review count not available
1147,Gurtex Inc,"Restaurants, Chinese Restaurants, Asian Restaurants",(213) 622-3377,"112 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1148,Chimney Coffee House,"Restaurants, American Restaurants, Caterers",(323) 343-0030,"1100 N Main St Ste B, Los Angeles, CA 90012",rating not available/5,Review count not available
1149,E - Sea Fresh Seafood,"Restaurants, Take Out Restaurants, Thai Restaurants",(323) 343-9000,"1100 N Main St, Los Angeles, CA 90012",rating not available/5,Review count not available
1150,Gills Indian Restaurant,"Restaurants, Indian Restaurants, Caterers",(213) 623-1050,"838 S Grand Ave, Los Angeles, CA 90017",rating not available/5,Review count not available
1151,Rolling Moon Sushi,"Restaurants, Asian Restaurants",(213) 689-1001,"110 E 9th St, Los Angeles, CA 90079",rating not available/5,Review count not available
1152,The Pho Shop,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(213) 617-8533,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,Review count not available
1153,Lee Dae Y,"Restaurants, Korean Restaurants",(213) 617-0306,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,Review count not available
1154,Ginza Ya Bakery,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 626-3741,"333 S Alameda St Ste 106, Los Angeles, CA 90013",rating not available/5,Review count not available
1155,SKD Tofu House,"Restaurants, Korean Restaurants",(213) 625-0940,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,Review count not available
1156,Oh My Poki,"Restaurants, Seafood Restaurants, Hawaiian Restaurants",(213) 628-3489,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,Review count not available
1157,Little Tokyo Sushi,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 617-0343,"333 S Alameda St, Los Angeles, CA 90013",rating not available/5,Review count not available
1158,9th Street Pizza,"Restaurants, Pizza, American Restaurants",(213) 627-7798,"231 E 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1159,Dream Kabob House,"Restaurants, Mediterranean Restaurants, Seafood Restaurants",(213) 265-7584,"229 E 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1160,Broken Mouth,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 418-9588,"231 E 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1161,Sakana Sushi Lounge,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 683-0008,"321 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1162,Blossom China Town,"Restaurants, Chinese Restaurants",(213) 626-8345,"451 Gin Ling Way, Los Angeles, CA 90012",rating not available/5,Review count not available
1163,Sage Blossom,"Restaurants, Chinese Restaurants",(213) 626-8345,"451 Gin Ling Way, Los Angeles, CA 90012",rating not available/5,Review count not available
1164,Via Cafe,"Restaurants, Chinese Restaurants, Vietnamese Restaurants",(213) 617-1481,"451 Gin Ling Way, Los Angeles, CA 90012",rating not available/5,Review count not available
1165,SanSai Japanese Grill,"Restaurants, Japanese Restaurants, Take Out Restaurants",(213) 627-2053,"806 W 8th St, Los Angeles, CA 90017",rating not available/5,Review count not available
1166,Full Moon House,"Restaurants, Seafood Restaurants",(213) 537-0792,"960 N Hill St, Los Angeles, CA 90012",rating not available/5,Review count not available
1167,Purgatory Pizza,"Restaurants, Italian Restaurants, Caterers",(323) 262-5310,"1326 E 1st St, Los Angeles, CA 90033",rating not available/5,Review count not available
1168,Trimana,"Restaurants, Creole & Cajun Restaurants, Caterers",(213) 623-1985,"110 E 9th St Ste Bl34, Los Angeles, CA 90079",rating not available/5,Review count not available
1169,Loam,"Restaurants, American Restaurants, Breakfast, Brunch & Lunch Restaurants",(213) 235-9660,"927 S Broadway Ace Hotel, Los Angeles, CA 90015",rating not available/5,Review count not available
1170,Interstate Seafood Inc,"Restaurants, Seafood Restaurants",(213) 613-0875,"564 Mateo St, Los Angeles, CA 90013",rating not available/5,Review count not available
1171,J's Mart Cafe,"Restaurants, Coffee Shops, American Restaurants",(213) 689-9031,"934 S Los Angeles St, Los Angeles, CA 90015",rating not available/5,Review count not available
1172,Ramen Bar,"Restaurants, Asian Restaurants",(213) 265-7641,"952 S Broadway, Los Angeles, CA 90015",rating not available/5,Review count not available
1173,Simply Salad,"Restaurants, American Restaurants, Caterers",(213) 488-9191,"645 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1174,The Starving Actor,"Restaurants, American Restaurants, Caterers",(213) 325-2794,"1070 Wilshire Blvd, Los Angeles, CA 90017",rating not available/5,Review count not available
1175,Towne Food & Drink-Los Angeles,"Restaurants, American Restaurants",(213) 623-2366,"705 W 9th St, Los Angeles, CA 90015",rating not available/5,Review count not available
1176,Plan Check Kitchen,"Restaurants, American Restaurants, Hamburgers & Hot Dogs",(213) 403-1616,"1111 Wilshire Blvd, Los Angeles, CA 90017",rating not available/5,Review count not available
1177,Mabels,"Restaurants, Family Style Restaurants",(213) 536-5557,"314 W Olympic Blvd, Los Angeles, CA 90015",rating not available/5,Review count not available
1178,Birdies,"Restaurants, American Restaurants",(213) 536-5720,"314 W Olympic Blvd, Los Angeles, CA 90015",rating not available/5,Review count not available
1179,Wok N' Tenders,"Restaurants, Chinese Restaurants",(213) 536-5424,"312 W Olympic Blvd, Los Angeles, CA 90015",rating not available/5,Review count not available
1180,Taste Bistro Cafe,"Restaurants, Coffee Shops, American Restaurants",(213) 481-1111,"1127 Wilshire Blvd Ste 200, Los Angeles, CA 90017",rating not available/5,Review count not available
1181,Restaurante Salvadorena Cabana,"Restaurants, Latin American Restaurants, Family Style Restaurants",(213) 746-6122,"1003 S Hill St, Los Angeles, CA 90015",rating not available/5,Review count not available
1182,Baby Lobster,"Restaurants, Seafood Restaurants, Fish & Seafood Markets",(213) 747-0605,"1001 Maple Ave, Los Angeles, CA 90015",rating not available/5,Review count not available
1183,Genwa Korean BBQ Dtla,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 459-6600,"450 W Olympic Blvd  B/C, Los Angeles, CA 90015",rating not available/5,Review count not available
1184,La Dona Taqueria Y Cocteleria,"Restaurants, Family Style Restaurants, Mexican Restaurants",(213) 493-4856,"1015 Wall St, Los Angeles, CA 90015",rating not available/5,Review count not available
